D,S,Exact Match,Hierarchy
Resources,Natural Resources,No,Regional/North_America/United_States/Connecticut/Business_and_Economy/Employment/Resources/Job_Boards/Manufacturing_Companies
Resources,Natural Resources,No,Regional/North_America/United_States/Connecticut/Business_and_Economy/Employment/Resources/Job_Boards/Medical_Facilities
Resources,Natural Resources,No,Regional/North_America/United_States/Connecticut/Business_and_Economy/Employment/Resources/Job_Boards/Social_Service_Agencies
Resources,Natural Resources,No,Regional/North_America/United_States/Connecticut/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Delaware/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Florida/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Georgia/Localities/A/Atlanta/Business_and_Economy/Real_Estate/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Idaho/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Illinois/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Indiana/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Iowa/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Kansas/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Kentucky/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Louisiana/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Maine/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Maryland/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Massachusetts/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Michigan/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Michigan/Society_and_Culture/Genealogy/Resources/Archives_and_Libraries
Resources,Natural Resources,No,Regional/North_America/United_States/Michigan/Society_and_Culture/Genealogy/Resources/Online_Databases
Resources,Natural Resources,No,Regional/North_America/United_States/Minnesota/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Mississippi/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Missouri/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Montana/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/New_Hampshire/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/New_Jersey/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/New_York/Localities/N/New_York_City/Manhattan/Business_and_Economy/Legal_Services/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/New_York/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/North_Carolina/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Ohio/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Pennsylvania/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Rhode_Island/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Society_and_Culture/Genealogy/Resources/By_State
Resources,Natural Resources,No,Regional/North_America/United_States/Society_and_Culture/Genealogy/Resources/Census
Resources,Natural Resources,No,Regional/North_America/United_States/South_Carolina/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Tennessee/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Texas/Education/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Texas/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Vermont/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Virginia/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Washington/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/West_Virginia/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/North_America/United_States/Wisconsin/Society_and_Culture/Genealogy/Resources
Resources,Natural Resources,No,Regional/Oceania/Australia/Business_and_Economy/Legal_Services/Resources
"Resources,_Energy_and_Tourism",Natural Resources,No,"Regional/Oceania/Australia/Government/Departments/Resources,_Energy_and_Tourism"
Resources,Natural Resources,No,Science/Physics/Quantum_Mechanics/Resources
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/A
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Akkadian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Akkadian/Courses
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Arabic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Arabic/Language_Schools
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Arabic/Online_Courses
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Arabic/Software
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Aramaic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Aramaic/Bible_Texts
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Berber
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Berber/Siwi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Berber/Tamazight
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Berber/Tashelhiyt
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Berber/Tifinagh
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Coptic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Cushitic_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Ethiopic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Hausa
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Hebrew
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Hebrew/Biblical_Hebrew
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Hebrew/Cantillation_and_Torah_Reading
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Hebrew/Hebrew_Alphabet
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Hebrew/Hebrew_Names
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Maltese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Afro-Asiatic/Mina
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Ainu
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Abenaki-Penobscot_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Algonkin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Arapaho
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Attikamekw
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Beothuk
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Blackfoot
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Cheyenne
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Cree
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Gros_Ventre
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Kickapoo
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Lenape
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Lumbee
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Maliseet-Passamaquoddy
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Menominee
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Mesquakie-Sauk
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Miami-Illinois
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Michif
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Míkmaw
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Mohican
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Montagnais_and_Naskapi_Innu
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Munsee
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Ojibwe-Anishinaabemowin-Chippewa
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Potawatomi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Powhatan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Shawnee
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Wiyot
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Algic/Yurok
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Conferences
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Manchu-Tungusic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Mongolic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Academic_Departments
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Azerbaijani
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Bashkir
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Chaghatay_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Journals
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Karachay-Balkar
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Karaim
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Kazakh
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Kypchak_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Kyrgyz
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Northeastern_Turkic_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Oghuz_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Research_Projects
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Tatar
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Turcologists
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Turkish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Turkmen
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Uyghur
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Altaic/Turkic/Uzbek
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Arawakan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Arawakan/Achagua
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Arawakan/Amuesha
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Arawakan/Arawak
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Arawakan/Ashaninka
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Arawakan/Piapoco
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Arawakan/Tariano
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Arawakan/Wayuu
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Arawakan/Yucuna
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Australian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Australian/Mailing_Lists
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Australian/Warlmanpa
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Australian/Warlpiri
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austro-Asiatic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austro-Asiatic/Mon-Khmer
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austro-Asiatic/Mon-Khmer/Khmer
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austro-Asiatic/Mon-Khmer/Vietnamese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austro-Asiatic/Munda
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austro-Asiatic/Viet-Muong
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austro-Asiatic/Viet-Muong/Vietnamese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Conferences
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Formosan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Formosan/Atayalic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Formosan/Atayalic/Atayal
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Formosan/Atayalic/Taroko
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Formosan/Paiwanic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Formosan/Tsouic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Mailing_Lists
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Central
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Central/Tetun
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Fijian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Gilbertese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Hawaiian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Hawaiian/Education
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Hawaiian/News_and_Media
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Maori
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Maori/Education
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Marquesan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Marshallese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Moriori
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Motu
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Nauruan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Niuean
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Rapanui
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Samoan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Tahitian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Tahitian/Education
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Eastern/Tongan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Bali
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Cebuano
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Chamorro
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Conferences
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Ilocano
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Indonesian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Indonesian/Commercial
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Indonesian/On-line_Resources
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Indonesian/Schools
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Javanese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Malagasy
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Malay
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Palauan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Pampangan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Sasak
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Austronesian/Malayo-Polynesian/Western/Tagalog
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/B
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Basque
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Basque/Education
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Basque/Literature
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Basque/Resources
Resources,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Basque/Resources
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Burushaski
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/C
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Caddoan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Caddoan/Arikara
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Caddoan/Caddo
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Caddoan/Pawnee
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Caddoan/Wichita
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Cariban
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Cariban/Akawaio
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Cariban/Apalai
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Cariban/Carib
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Cariban/Waimiri-Atroari
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Cariban/Yukpa
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Caucasian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Caucasian/Abkhaz
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Caucasian/Chechen
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Caucasian/Georgian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Chukotko-Kamchatkan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Chukotko-Kamchatkan/Chukchee
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Chukotko-Kamchatkan/Itelmen
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Classical_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/D
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Dravidian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Dravidian/Kannada
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Dravidian/Malayalam
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Dravidian/Tamil
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Dravidian/Tamil/Magazines
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Dravidian/Telugu
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/E
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Elamite
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Eskimo-Aleutian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Eskimo-Aleutian/Aleut
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Eskimo-Aleutian/Inuktitut
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Eskimo-Aleutian/Iñupiaq
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Eskimo-Aleutian/Yupik
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Etruscan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/F
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/G
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Gulf
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Gulf/Atakapa
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Gulf/Natchez
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/H
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Hokan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Hokan/Achumawi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Hokan/Atsugewi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Hokan/Karuk
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/I
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Academic_Departments
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Albanian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Anatolian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Armenian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Baltic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Baltic/Academic_Departments
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Baltic/Latvian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Baltic/Lithuanian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Baltic/Old_Prussian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Academic_Departments
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Breton
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Indo-European/Celtic/Cornish
