D,S,Exact Match,Hierarchy
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Penutian/Chinook
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Penutian/Miwok
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Penutian/Ohlone
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Chinook_Based
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Dutch_Based
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Dutch_Based/Afrikaans_Based
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Aboriginal_English
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Bislama
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Cameroon_Pidgin_English
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Chinese-English_Pidgin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/German-English_Pidgin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Gullah
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Hawaiian_Pidgin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Hobson-Jobson
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Jamaican_Creole
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Manglish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Nigerian_Pidgin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/North_American_Black_English
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Philippine-English_Pidgin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Pitcairnese_and_Norfolkese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Sierra_Leone_Krio
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Singlish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Solomon_Islands_Pijin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Spanglish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Sranan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Tok_Pisin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/English_Based/Tok_Pisin/Texts
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/French_Based
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/French_Based/Cajun
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Haitian_Creole
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Malay_Based
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Mixed
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Niger-Kordofanian_Based
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Portuguese_Based
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Portuguese_Based/Cape_Verdean_Creole
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Portuguese_Based/Guinea-Bissau_Kriol
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Spanish_Based
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Spanish_Based/Papiamentu
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pidgins_and_Creoles/Spanish_Based/Philippine_Spanish_Creoles
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Pre-Greek
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Q
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Quechumaran
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Quechumaran/Aymara
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Quechumaran/Quechua
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/R
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/S
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Salish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Salish/Klallam
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Salish/Saanich
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/American_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/American_Sign_Language/Education
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/American_Sign_Language/Education/Online_Instruction
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/American_Sign_Language/Products_and_Services
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/American_Sign_Language/Products_and_Services/Instructional_Media
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Auslan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Austrian_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/British_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Danish_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Directories
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/French_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/German_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/History
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Interpreting
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Interpreting/Associations
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Interpreting/Credentials
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Interpreting/Education
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Interpreting/Personal_Pages
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Interpreting/Professional_Development
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Interpreting/Professional_Development/Federal_Grantees
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Interpreting/Services
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Interpreting/Special_Interest_Groups
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Irish_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Italian_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Japanese_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Malaysian_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Mexican_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Native_American_Sign_Systems
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Nicaraguan_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Norwegian_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Russian_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Signing_with_Babies
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Sign_Language_of_Québec
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Sign_Language_of_Singapore
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Sign_Language_of_The_Netherlands
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Spanish_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sign_Languages/Swedish_Sign_Language
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Burmese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Cantonese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Cantonese/Courses
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Cantonese/Courses/Hong_Kong
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Cantonese/Courses/United_States
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Cantonese/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Chinese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Chinese/Classical_Chinese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Dzongkha
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Hakka
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Mandarin
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Taiwanese
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sino-Tibetan/Tibetan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan/Assiniboine
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan/Catawba
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan/Crow
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan/Dakota
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan/Ioway-Otoe-Missouria
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan/Lakota
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan/Lakota/Lakota_Pedogical_Material
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan/Osage
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan/Quapaw
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Siouan/Stoney
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Sumerian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/T
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Tai-Kadai
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Tai-Kadai/Isan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Tai-Kadai/Lao
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Tai-Kadai/Thai
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Tupi-Guarani
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Tupi-Guarani/Guaraní
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/U
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Academic_Departments
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Estonian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Estonian/Books_and_Instructional_Materials
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Estonian/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Finnish
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Finnish/Books_and_Instructional_Materials
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Finnish/Language_Schools
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Finnish/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Hungarian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Hungarian/Academic_Departments
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Hungarian/Books_and_Instructional_Materials
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Hungarian/Journals
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Hungarian/Learning
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Journals
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Karelian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Khanty
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Komi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Livonian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Mansi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Mari
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Nenets
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Nganasan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Sami
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/South_Estonian
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Udmurt
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Veps
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uralic/Votic
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/Comanche
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/Hopi
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/Huichol
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/Nahuatl
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/O'odham
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/Paiute
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/Pima_Bajo
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/Pipil
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/Shoshoni
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/Tarahumaran
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Uto-Aztecan/Yaqui
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/V
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/W
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/X
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Y
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Yukaghir
Natural,Natural Resources,No,Science/Social_Sciences/Linguistics/Languages/Natural/Z
Resources,Natural Resources,No,Science/Social_Sciences/Political_Science/Resources
Resources,Natural Resources,No,"Science/Technology/Acoustics,_Ultrasound_and_Vibration/Resources"
Resources,Natural Resources,No,"Science/Technology/Acoustics,_Ultrasound_and_Vibration/Ultrasound/Resources"
Resources,Natural Resources,No,"Science/Technology/Acoustics,_Ultrasound_and_Vibration/Ultrasound/Resources/Acoustic_Material_Property_Tables"
Resources,Natural Resources,No,"Science/Technology/Acoustics,_Ultrasound_and_Vibration/Ultrasound/Resources/Papers"
Resources,Natural Resources,No,"Science/Technology/Acoustics,_Ultrasound_and_Vibration/Ultrasound/Resources/Research_Projects"
Resources,Natural Resources,No,Science/Technology/Civil_Engineering/Geotechnical/Resources
Natural,Natural Resources,No,Shopping/Home_and_Garden/Pest_Control/Natural
Resources,Natural Resources,No,Society/Activism/Resources
Resources,Natural Resources,No,Society/Activism/Resources/Funding_for_Activists
Resources,Natural Resources,No,Society/Activism/Resources/United_States
Resources,Natural Resources,No,Society/Genealogy/Resources
Resources,Natural Resources,No,Society/Genealogy/Resources/Charts_and_Forms
Resources,Natural Resources,No,Society/Genealogy/Resources/Columns_and_Articles
Resources,Natural Resources,No,Society/Genealogy/Resources/Dictionaries
Resources,Natural Resources,No,Society/Genealogy/Resources/Libraries_and_Archives
Resources,Natural Resources,No,Society/Genealogy/Resources/Searchable_Databases
Resources,Natural Resources,No,Society/Genealogy/Resources/Tutorials
Resources,Natural Resources,No,Society/Government/Finance/Debt_Agencies/Resources
Resources,Natural Resources,No,Society/Government/Finance/Regulators/Resources
Resources,Natural Resources,No,Society/History/By_Region/South_America/Resources
Resources,Natural Resources,No,Society/Issues/Business/Advertising/Resources
Resources,Natural Resources,No,Society/Issues/Health/Tobacco/Secondhand_Smoke/Resources
Resources,Natural Resources,No,Society/Law/Law_Enforcement/Resources
Resources,Natural Resources,No,Society/Law/Law_Enforcement/Resources/Chats_and_Forums
Resources,Natural Resources,No,Society/Law/Law_Enforcement/Resources/Directories
Resources,Natural Resources,No,Society/Law/Legal_Information/Admiralty_and_Maritime_Law/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Bankruptcy/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Business_and_Corporate_Law/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Computer_and_Technology_Law/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Computer_and_Technology_Law/Resources/Directories
Resources,Natural Resources,No,Society/Law/Legal_Information/Constitutional_Law_and_Civil_Rights/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Criminal_Law/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Disabilities_Law/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Elder_Law/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Estate_Planning_and_Administration/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Gender_Law/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Health/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Indigenous_Peoples_Law/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Intellectual_Property/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/International_Law/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Labor_and_Employment_Law/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Forms
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Public_Records
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Public_Records/Case_Law
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Public_Records/Corporations
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Public_Records/Corrections
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Public_Records/Court_Records
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Public_Records/Court_Rules
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Public_Records/Licenses
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Public_Records/Statutes_and_Codes
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Public_Records/Unclaimed_Property
Resources,Natural Resources,No,Society/Law/Legal_Information/Legal_Practice/Resources/Public_Records/Vital_Records
Resources,Natural Resources,No,Society/Law/Legal_Information/Litigation/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Resources/Directories
Resources,Natural Resources,No,Society/Law/Legal_Information/Sports_and_Entertainment/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Tax/Resources
Resources,Natural Resources,No,Society/Law/Legal_Information/Workers'_Compensation/Resources
Resources,Natural Resources,No,Society/Lifestyle_Choices/Childfree/Resources
Resources,Natural Resources,No,Society/Military/Resources
Resources,Natural Resources,No,Society/Organizations/Animal_Welfare/Rescues_and_Shelters/Horses/North_America/United_States/Resources
Resources,Natural Resources,No,Society/Organizations/Self-Improvement/Toastmasters/Resources
Resources,Natural Resources,No,Society/People/Celebrities/Resources
Resources,Natural Resources,No,Society/People/Women/Issues/Violence_and_Abuse/Resources
Resources,Natural Resources,No,Society/Philosophy/Personal_Pages/Resources
Resources,Natural Resources,No,Society/Politics/Anarchism/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Denominations/Anglican/Church_of_England/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Denominations/Catholicism/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Denominations/Catholicism/Resources/Graphics
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Denominations/Catholicism/Resources/Webmaster
Resources,Natural Resources,No,"Society/Religion_and_Spirituality/Christianity/Denominations/Churches_of_Christ,_Non-Institutional/Resources"
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Denominations/Churches_of_Christ/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Denominations/Churches_of_Christ/Singles/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Denominations/Jehovah's_Witnesses/Singles/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Denominations/Local_Church/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Denominations/Orthodox/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Evangelism/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Evangelism/Resources/Books_Online
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Evangelism/Resources/Tracts
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Evangelism/Resources/Training
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Missions/Church_Planting/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Missions/Organizations/Medical/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Missions/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Missions/Resources/Sending_and_Supporting
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Music/Styles/Contemporary_Christian/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Music/Styles/Vocal/A_Cappella/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Organizations/Ministries/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Christianity/Theology/Reformed/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Esoteric_and_Occult/Freemasonry/Resources
Resources,Natural Resources,No,Society/Religion_and_Spirituality/Pagan/Asatru/Resources
Resources,Natural Resources,No,Sports/Fantasy/Basketball/Resources
Resources,Natural Resources,No,Sports/Fantasy/Football/Resources
Resources,Natural Resources,No,Sports/Fantasy/Football/Resources/Directories
Resources,Natural Resources,No,Sports/Fantasy/Football/Resources/Graphics
Resources,Natural Resources,No,Sports/Fantasy/Football/Resources/Merchandise
Resources,Natural Resources,No,Sports/Fantasy/Football/Resources/News_and_Media
Resources,Natural Resources,No,Sports/Fantasy/Football/Resources/Player_Rankings_and_Cheatsheets
Resources,Natural Resources,No,Sports/Fantasy/Hockey/Resources
Resources,Natural Resources,No,Sports/Fantasy/Resources
Resources,Natural Resources,No,Sports/Golf/Resources
Resources,Natural Resources,No,Sports/Martial_Arts/Karate/Resources
Resources,Natural Resources,No,Sports/Martial_Arts/Karate/Resources/Chats_and_Forums
Resources,Natural Resources,No,Sports/Martial_Arts/Karate/Resources/News_and_Media
Resources,Natural Resources,No,Sports/Martial_Arts/Resources
Resources,Natural Resources,No,Sports/Martial_Arts/Resources/Chats_and_Forums
Resources,Natural Resources,No,Sports/Martial_Arts/Resources/Directories
Resources,Natural Resources,No,Sports/Martial_Arts/Resources/News_and_Media
Resources,Natural Resources,No,Sports/Martial_Arts/Resources/News_and_Media/Magazines_and_E-zines
Resources,Natural Resources,No,Sports/Resources
Resources,Natural Resources,No,Sports/Resources/Chats_and_Forums
Resources,Natural Resources,No,Sports/Resources/Directories
